iso3,year,source,catalog,mean_size,size_1,size_2_3,size_4_5,size_6_plus,one_person,couple_only,couple_children,single_parent,extended,non_relatives,unknown,multi_generation,three_generation
LBR,2008,IPUMS,2425,5.11,9.85,24.90,26.76,38.49,9.85,4.19,27.88,12.10,38.83,7.14,0.00,25.36,12.76
LBR,2009,DHS,4690,5.58,7.05,19.66,28.88,44.42,7.05,3.01,25.54,7.40,51.91,4.91,0.19,29.90,26.71
LBR,2011,DHS,5079,4.50,12.64,28.32,29.20,29.84,12.64,4.22,24.26,9.30,33.41,16.10,0.06,19.38,16.89
LBR,2013,DHS,5469,4.95,9.67,24.81,28.74,36.78,9.67,4.26,24.91,7.40,48.09,5.68,0.01,25.36,21.48
LBR,2019,DHS,7832,4.58,12.00,26.41,29.63,31.97,12.00,4.39,25.37,9.93,40.13,8.19,0.00,25.06,20.13
LBR,2022,DHS,9212,5.02,8.09,25.82,30.51,35.58,8.09,4.13,24.04,8.87,47.22,7.65,0.00,30.81,24.19
LCA,2012,MICS,5027,2.89,26.79,41.93,21.72,9.56,26.79,11.86,22.55,15.04,21.50,2.26,0.00,29.06,11.18
LIE,2011,DYB,4830,2.32,34.17,44.75,19.50,1.58,34.17,23.55,29.52,7.46,,,5.30,,
LIE,2016,DYB,7128,2.26,35.13,45.30,18.25,1.31,35.13,24.63,28.15,7.57,,,4.51,,
LIE,2021,DYB,7129,2.21,36.13,45.93,16.70,1.23,36.13,25.23,26.02,7.56,,,5.05,,
LSO,1996,IPUMS,1066,4.96,10.06,21.59,29.10,39.26,10.06,4.43,34.24,10.64,33.05,7.57,0.00,37.54,17.32
LSO,2000,MICS,1920,4.42,11.52,27.80,30.36,30.33,11.52,,,,,,,,
LSO,2004,DHS,1808,3.90,16.06,31.74,30.15,22.05,16.06,3.70,12.36,10.73,50.73,6.41,0.02,27.44,18.46
LSO,2006,DYB,1425,4.41,,,,,,,,,,,,,
LSO,2006,IPUMS,1425,4.27,15.12,26.67,29.52,28.69,15.12,4.66,23.63,10.33,38.50,7.77,0.00,34.25,19.14
LSO,2009,DHS,4947,3.59,18.73,35.08,28.98,17.20,18.73,3.89,11.14,9.04,51.63,5.49,0.08,24.20,17.75
LSO,2014,DHS,5769,3.34,20.66,37.91,27.90,13.52,20.66,3.98,11.65,9.40,48.90,5.38,0.02,22.73,15.75
LSO,2018,MICS,7583,3.73,17.99,33.47,30.35,18.19,17.99,4.52,21.02,10.98,36.91,8.58,0.00,30.77,19.44
LSO,2023,DHS,9437,2.99,26.99,39.29,24.32,9.41,26.99,3.67,11.70,11.47,41.30,4.85,0.02,22.80,13.92
LTU,2001,DYB,326,2.55,28.65,45.76,22.92,2.67,28.65,16.34,21.55,4.82,,,28.64,,
LTU,2011,DYB,4831,2.38,31.67,47.50,18.98,1.85,31.67,17.97,14.36,4.53,,,31.46,,
LTU,2021,DYB,7130,2.29,35.16,45.81,17.04,1.99,35.16,19.78,17.55,4.47,,,23.05,,
LUX,2001,DYB,273,2.51,29.30,45.26,22.81,2.63,29.30,,,,,,,,
LUX,2001,LFS,9512,2.52,29.28,45.11,23.05,2.57,29.28,,,,,,,,
LUX,2011,DYB,4832,2.41,33.34,43.27,20.88,2.51,33.34,19.70,30.27,7.97,,,8.72,,
LUX,2021,DYB,7320,2.53,28.88,46.25,21.46,3.41,28.88,20.21,28.67,9.10,,,13.14,,
LVA,2000,DYB,1661,2.66,24.98,48.69,22.04,4.30,24.98,15.46,30.14,20.29,,,9.13,,
LVA,2001,LFS,9511,2.44,31.25,46.57,19.54,2.64,31.25,,,,,,,,
LVA,2011,DYB,4829,2.38,34.42,45.42,17.04,3.13,34.42,15.07,24.31,18.46,,,7.75,,
LVA,2021,DYB,7127,2.26,41.08,40.80,14.41,3.70,41.08,11.23,16.57,22.07,,,9.04,,
MAC,2011,DYB,4781,3.08,15.22,46.54,38.24,,15.22,14.00,38.18,8.59,,,24.02,,
MAC,2016,DYB,9481,3.07,15.13,48.16,31.06,5.64,15.13,14.60,36.50,9.00,,,24.77,,
MAF,2015,DYB,7638,2.56,29.33,46.11,20.58,3.97,29.33,13.45,23.95,21.12,,,12.15,,
MAF,2021,DYB,9359,2.44,31.25,47.33,18.55,2.87,31.25,15.71,22.18,21.31,,,9.56,,
MAR,1982,IPUMS,1227,5.90,7.22,19.02,22.94,50.82,7.22,5.33,40.77,6.79,33.19,6.46,0.24,,
MAR,1992,DHS,1797,6.02,5.22,17.26,24.38,53.15,5.22,4.50,42.12,7.11,36.02,4.95,0.09,46.36,22.28
MAR,1994,IPUMS,230,5.83,5.95,18.98,25.00,50.08,5.95,4.79,44.71,7.14,27.07,10.27,0.07,43.89,18.51
MAR,2003,DHS,1866,5.36,4.54,19.39,33.75,42.32,4.54,4.10,48.39,8.36,30.91,3.55,0.14,48.74,19.37
MAR,2004,IPUMS,376,5.24,5.88,21.48,31.96,40.68,5.88,4.34,46.41,10.08,27.55,5.74,0.00,47.41,17.33
MAR,2014,IPUMS,4718,4.58,7.20,26.18,37.94,28.68,7.20,6.23,50.99,7.28,25.23,2.40,0.67,43.50,15.22
MAR,2024,Recensement Général de la Population et de l’Habitat 2024,7172,3.97,11.10,31.70,,,11.10,,,,,,,,
MCO,2016,DYB,7131,2.13,37.69,46.90,14.47,0.94,37.69,,,,,,,,
MDA,2000,MICS,2900,3.09,17.03,43.54,32.79,6.64,17.03,,,,,,,,
MDA,2004,DYB,845,2.99,20.25,44.10,29.97,5.67,20.25,19.50,44.90,12.44,,,2.91,,
MDA,2005,DHS,1820,2.82,20.03,49.31,26.17,4.49,20.03,18.37,31.73,10.99,18.27,0.56,0.05,27.68,10.84
MDA,2012,MICS,5013,2.54,25.11,51.42,20.87,2.60,25.11,21.58,25.38,9.97,15.39,1.63,0.95,23.15,8.37
MDA,2014,DYB,4839,2.89,22.64,43.62,27.87,5.87,22.64,15.19,33.10,10.42,,,18.65,,
MDG,1992,DHS,1708,5.18,6.57,24.40,29.17,39.86,6.57,5.58,41.63,9.05,31.48,5.66,0.02,25.62,17.03
MDG,1997,DHS,1729,4.91,6.68,26.06,30.69,36.57,6.68,6.21,44.75,8.83,29.35,4.15,0.03,24.30,16.10
MDG,2000,MICS,1891,5.10,3.67,24.57,34.60,37.16,3.67,,,,,,,,
MDG,2004,DHS,1734,4.66,7.22,27.78,33.52,31.48,7.22,5.93,46.52,9.99,27.46,2.80,0.08,21.48,15.18
MDG,2009,DHS,4691,4.73,7.12,26.85,32.65,33.38,7.12,5.73,45.48,8.58,28.50,4.41,0.18,20.18,15.32
MDG,2011,DHS,5080,4.95,5.34,25.30,33.14,36.22,5.34,4.87,46.46,9.68,29.68,3.97,0.00,22.28,17.39
MDG,2018,MICS,7586,4.50,7.11,29.97,34.64,28.28,7.11,6.28,47.65,9.53,25.91,3.52,0.00,21.39,14.51
MDG,2021,DHS,7833,4.32,8.12,31.05,35.35,25.47,8.12,5.98,44.09,10.42,25.92,5.46,0.00,21.34,14.90
MDV,2009,DHS,4699,6.36,2.81,14.10,29.50,53.59,2.81,3.72,26.67,5.59,46.87,14.09,0.23,53.83,36.07
MDV,2014,DYB,4792,5.33,8.37,22.39,30.01,39.23,8.37,,,,,,,,
MDV,2017,DHS,5953,5.40,4.49,22.28,33.50,39.73,4.49,5.58,23.89,9.03,51.21,5.75,0.05,54.15,35.86
MEX,1970,IPUMS,1015,5.83,4.32,21.56,25.07,49.05,4.32,6.33,50.54,8.34,13.01,3.81,13.65,,
MEX,1990,IPUMS,1350,4.93,4.87,24.99,35.34,34.81,4.87,6.09,52.04,8.78,15.53,4.07,8.61,29.29,8.88
MEX,1995,IPUMS,4466,4.57,5.79,27.50,38.87,27.83,5.79,6.71,53.38,8.01,23.42,2.44,0.24,,
MEX,2000,IPUMS,226,4.29,6.44,30.93,39.78,22.85,6.44,7.64,51.61,9.10,22.46,2.20,0.57,31.37,13.11
MEX,2010,IPUMS,5271,3.90,9.42,34.74,39.09,16.75,9.42,9.16,44.40,9.89,24.04,1.45,1.63,34.82,15.22
MEX,2015,IPUMS,7250,3.74,10.08,37.68,37.75,14.49,10.08,10.20,41.60,10.16,24.72,1.65,1.59,35.98,15.73
MEX,2015,MICS,7339,3.75,7.37,39.26,39.73,13.65,7.37,10.44,45.79,11.50,24.03,0.88,0.00,35.43,16.28
MEX,2020,IPUMS,7280,3.59,12.19,39.40,35.48,12.93,12.19,11.27,39.41,11.12,24.52,1.44,0.06,37.38,15.97
MKD,2005,MICS,1902,4.99,0.69,13.85,56.47,28.98,0.69,2.94,63.41,3.56,29.35,0.05,0.00,66.16,25.04
MKD,2011,MICS,5035,3.67,9.65,38.92,35.91,15.51,9.65,16.36,39.07,5.41,28.63,0.53,0.36,51.76,23.81
MKD,2019,MICS,7584,3.45,11.85,42.72,31.94,13.50,11.85,18.02,32.54,7.01,30.01,0.58,0.00,51.47,23.08
MLI,1987,IPUMS,1324,5.65,6.01,25.77,25.92,42.30,6.01,7.52,32.73,6.64,43.03,3.91,0.17,,
MLI,1996,DHS,1715,5.60,5.58,24.57,27.14,42.71,5.58,8.10,43.13,3.35,35.68,4.15,0.01,19.37,11.00
MLI,1998,IPUMS,904,6.06,4.46,23.50,25.06,46.98,4.46,7.08,35.99,6.45,39.34,6.21,0.47,,
MLI,2001,DHS,1714,5.33,7.35,25.78,27.01,39.86,7.35,7.56,40.95,6.08,33.62,4.37,0.07,15.78,8.68
MLI,2006,DHS,1682,5.69,5.04,22.12,28.06,44.78,5.04,5.79,42.49,5.40,36.44,4.84,0.00,20.68,11.71
MLI,2009,IPUMS,2441,6.16,5.07,21.22,24.78,48.93,5.07,5.82,35.21,6.27,42.20,5.42,0.00,25.12,13.55
MLI,2010,MICS,5011,9.49,4.54,11.29,18.32,65.85,4.54,1.97,22.66,3.09,55.03,12.54,0.18,43.90,35.44
MLI,2012,DHS,5460,5.67,3.21,20.63,30.65,45.51,3.21,4.42,49.65,5.54,33.77,3.37,0.05,19.55,10.30
MLI,2015,MICS,5677,8.41,1.69,10.22,21.59,66.50,1.69,2.20,34.93,2.66,55.09,3.43,0.00,44.22,31.13
MLI,2018,DHS,7626,5.81,3.11,20.29,30.32,46.28,3.11,4.82,46.73,8.23,34.37,2.73,0.01,23.07,14.93
MLI,2021,DHS,9190,9.54,1.84,7.88,18.42,71.86,1.84,1.57,29.39,2.58,57.35,7.25,0.02,49.95,38.21
MLI,2024,DHS,9450,8.93,3.67,9.66,19.81,66.87,3.67,1.91,25.89,3.03,56.79,8.72,0.00,41.99,34.01
MLT,1995,DYB,223,3.12,14.83,43.57,36.87,4.73,14.83,,,,,,,,
MLT,2005,DYB,286,2.86,18.93,47.71,30.15,3.21,18.93,,,,,,,,
MLT,2011,DYB,5313,2.67,22.64,49.28,25.60,2.47,22.64,20.17,39.85,9.28,,,8.06,,
MLT,2021,DYB,7321,2.36,32.51,47.36,17.99,2.14,32.51,18.65,27.92,8.51,,,12.41,,
MMR,2000,MICS,4442,5.07,1.68,22.67,38.40,37.25,1.68,,,,,,,,
MMR,2014,IPUMS,5295,4.40,4.61,32.31,37.84,25.24,4.61,6.78,41.95,8.89,33.53,4.24,0.00,41.64,19.87
MMR,2016,DHS,6084,4.22,5.35,33.49,39.14,22.01,5.35,7.31,40.57,8.52,36.82,1.41,0.01,45.08,23.02
MNE,2005,MICS,2456,3.81,11.55,30.49,42.76,15.20,11.55,8.97,48.67,8.48,22.17,0.05,0.11,47.90,17.87
MNE,2011,DYB,5314,3.21,18.13,39.58,33.35,8.94,18.13,13.42,45.51,12.08,,,10.86,,
MNE,2013,MICS,5015,3.41,15.64,37.48,35.74,11.14,15.64,12.42,43.44,7.57,20.14,0.79,0.00,43.74,13.46
MNE,2018,MICS,7589,3.29,15.39,41.35,34.11,9.15,15.39,14.32,40.35,8.36,21.02,0.56,0.00,43.69,12.65
MNG,1989,IPUMS,867,4.46,9.30,27.74,32.45,30.51,9.30,6.19,49.78,8.54,24.10,2.09,0.00,24.18,10.25
MNG,2000,IPUMS,871,4.32,6.61,28.72,40.34,24.33,6.61,4.57,49.06,9.06,27.74,2.96,0.00,28.02,12.53
MNG,2010,IPUMS,4793,3.58,10.64,39.23,38.63,11.50,10.64,7.46,44.13,10.69,24.47,2.61,0.00,27.34,10.78
MNG,2010,MICS,5014,3.57,8.96,41.08,39.99,9.97,8.96,9.29,49.60,9.68,22.06,0.39,0.03,28.59,12.21
MNG,2013,MICS,5579,3.45,10.44,41.99,38.78,8.79,10.44,10.83,46.79,9.57,22.14,0.24,0.01,28.19,12.16
MNG,2018,MICS,7588,3.63,8.96,39.89,39.09,12.06,8.96,11.36,44.94,7.98,26.27,0.50,0.00,29.79,15.38
MNG,2020,IPUMS,7210,3.43,19.70,33.09,33.85,13.36,19.70,5.99,36.77,14.46,21.23,1.85,0.00,30.16,11.47
MOZ,1997,DHS,1767,4.62,9.60,30.21,28.50,31.69,9.60,8.39,36.43,7.46,35.43,2.67,0.01,15.85,11.95
MOZ,1997,IPUMS,1414,4.19,10.36,34.96,29.51,25.17,10.36,9.29,32.44,13.85,,,0.00,14.81,9.98
MOZ,2003,DHS,1758,4.86,6.65,27.52,30.88,34.96,6.65,7.35,36.88,8.08,37.71,3.29,0.04,19.19,15.04
MOZ,2007,IPUMS,1267,4.36,10.07,30.89,30.84,28.19,10.07,7.67,37.57,13.90,28.92,1.86,0.00,15.65,10.68
MOZ,2008,MICS,4871,4.60,7.96,29.25,31.37,31.42,7.96,6.89,39.45,10.37,30.25,5.04,0.03,16.47,12.27
MOZ,2009,DHS,4693,4.27,9.52,31.23,31.68,27.58,9.52,6.87,35.99,12.98,32.09,2.55,0.00,12.39,10.91
MOZ,2011,DHS,5064,4.37,9.85,30.96,30.10,29.09,9.85,7.14,33.51,11.52,35.37,2.61,0.00,14.88,12.59
MOZ,2017,IPUMS,7173,4.37,9.73,30.00,30.81,29.46,9.73,6.89,37.56,13.48,29.86,2.48,0.01,15.35,9.93
MOZ,2018,DHS,7627,4.52,8.41,27.68,33.48,30.44,8.41,5.84,35.16,11.56,35.86,3.16,0.01,18.14,15.61
MOZ,2022,DHS,7843,4.63,9.22,24.93,33.98,31.87,9.22,5.28,37.47,10.75,33.55,3.72,0.01,18.04,13.50
MRT,2007,MICS,2443,5.75,4.69,19.14,27.99,48.18,4.69,3.53,38.42,11.85,38.56,2.79,0.16,36.63,19.98
MRT,2011,MICS,5012,5.97,3.20,17.49,28.16,51.14,3.20,3.02,40.44,9.51,41.14,2.68,0.00,40.31,23.05
MRT,2015,MICS,5638,5.77,3.97,18.77,28.91,48.35,3.97,2.94,37.66,15.33,38.43,1.68,0.01,37.72,22.86
MUS,1990,IPUMS,1559,4.47,5.16,27.47,42.02,25.36,5.16,6.42,53.29,8.58,25.39,1.13,0.03,38.34,14.03
MUS,2000,IPUMS,1445,3.95,6.17,32.83,46.60,14.41,6.17,8.08,53.50,8.36,23.27,0.61,0.02,40.10,13.32
MUS,2011,IPUMS,5259,3.51,9.75,40.05,41.40,8.79,9.75,10.95,47.14,9.23,22.43,0.45,0.04,40.99,12.46
MUS,2022,DYB,7170,3.27,12.41,45.28,34.67,7.63,12.41,13.87,37.80,9.74,,,26.17,,
MWI,1987,IPUMS,1245,4.26,10.82,34.69,28.08,26.40,10.82,9.14,31.86,12.26,30.60,5.32,0.00,,
MWI,1992,DHS,1834,4.47,7.87,32.18,30.20,29.75,7.87,8.83,37.92,10.45,30.38,4.50,0.05,16.79,12.49
MWI,1998,IPUMS,1468,4.34,8.58,34.28,29.80,27.34,8.58,9.25,36.53,11.04,29.68,4.92,0.00,,
MWI,2000,DHS,1833,4.40,8.00,32.06,31.52,28.42,8.00,7.00,38.28,9.76,33.62,3.32,0.02,16.10,12.71
MWI,2004,DHS,1885,4.39,8.38,29.99,33.47,28.16,8.38,6.34,38.69,9.44,34.37,2.75,0.03,14.19,11.55
MWI,2006,MICS,1845,4.29,7.60,31.89,34.51,26.01,7.60,6.42,43.24,10.60,30.46,1.59,0.10,12.35,9.67
MWI,2008,IPUMS,2434,4.52,7.18,29.47,33.52,29.83,7.18,6.32,44.00,10.45,29.84,2.21,0.00,,
MWI,2010,DHS,4692,4.64,6.77,25.99,34.88,32.35,6.77,4.24,40.00,10.32,35.95,2.69,0.02,16.39,13.00
MWI,2014,DHS,5793,4.12,9.03,31.64,36.34,22.98,9.03,6.34,43.02,11.17,29.57,0.85,0.00,11.59,8.34
MWI,2014,MICS,5582,4.52,7.38,27.20,34.91,30.51,7.38,4.64,43.36,11.11,31.44,2.01,0.07,16.12,11.91
MWI,2015,DHS,5952,4.51,6.45,28.10,35.56,29.90,6.45,4.71,38.58,12.30,35.46,2.51,0.00,17.31,13.00
MWI,2018,IPUMS,7167,4.40,7.88,29.57,34.36,28.19,7.88,5.44,42.76,12.75,28.65,2.52,0.00,17.44,9.40
MWI,2020,MICS,7834,4.28,7.20,30.06,37.64,25.10,7.20,4.80,40.30,14.66,31.85,1.19,0.00,18.23,12.13
MWI,2024,DHS,9453,4.23,7.25,31.46,38.06,23.24,7.25,3.99,35.00,15.89,35.98,1.88,0.00,19.62,15.19
MYS,1970,IPUMS,1540,4.76,8.64,28.49,27.18,35.68,8.64,7.02,44.20,12.13,20.05,7.96,0.00,,
MYS,1980,IPUMS,1205,5.12,8.92,21.52,29.37,40.18,8.92,4.99,41.18,6.91,29.79,8.21,0.00,32.24,17.33
MYS,1991,IPUMS,1466,4.79,7.61,24.40,33.37,34.61,7.61,6.06,45.26,6.47,27.17,7.43,0.00,31.58,15.02
MYS,2000,IPUMS,1612,4.56,7.14,25.64,37.86,29.36,7.14,7.20,52.57,5.25,21.84,5.99,0.00,31.81,12.13
NAM,1992,DHS,1799,6.00,8.64,22.27,22.84,46.26,8.64,5.84,14.22,5.87,46.25,19.12,0.07,33.46,25.34
NAM,2000,DHS,1807,5.06,9.40,27.23,26.07,37.31,9.40,4.84,14.82,8.32,47.34,15.21,0.08,29.42,23.32
NAM,2007,DHS,43,4.50,14.47,28.82,26.53,30.18,14.47,4.74,15.56,8.83,45.72,10.57,0.12,27.80,20.50
NAM,2013,DHS,5616,4.24,17.45,29.84,25.56,27.16,17.45,5.71,11.89,8.41,46.64,9.78,0.12,25.62,19.07
NCL,2004,DYB,1367,,17.45,38.67,28.23,15.65,17.45,,,,,,,,
NER,1992,DHS,1731,6.27,4.52,21.25,25.28,48.95,4.52,5.89,33.99,2.57,47.17,4.47,1.40,26.87,21.03
NER,1998,DHS,1680,5.94,4.81,22.07,25.59,47.52,4.81,5.45,35.81,5.21,43.42,5.31,0.00,24.35,19.51
NER,2000,MICS,1923,5.98,2.98,20.70,28.28,48.05,2.98,,,,,,,,
NER,2006,DHS,1736,6.09,3.68,19.00,28.71,48.61,3.68,4.26,37.86,9.07,43.86,1.23,0.04,24.69,19.17
NER,2012,DHS,5413,5.92,3.19,19.86,28.99,47.96,3.19,4.81,45.39,8.50,37.36,0.74,0.02,16.20,12.13
NER,2021,DHS,9198,6.38,2.39,18.43,24.98,54.20,2.39,5.30,42.61,5.93,42.86,0.91,0.00,26.91,17.74
NGA,1990,DHS,1742,5.39,11.00,23.27,24.65,41.08,11.00,5.86,34.60,6.86,38.59,3.07,0.02,23.83,11.71
NGA,1999,DHS,1828,5.00,11.30,24.42,27.71,36.56,11.30,5.86,39.03,8.56,32.14,2.59,0.52,22.73,8.71
NGA,2003,DHS,1884,4.98,11.67,26.14,25.31,36.89,11.67,6.24,34.20,7.08,37.56,3.20,0.05,24.95,12.09
NGA,2006,IPUMS,5887,4.41,15.74,25.32,29.58,29.36,15.74,6.51,44.56,8.08,24.43,0.67,0.00,20.71,4.77
NGA,2007,IPUMS,5884,4.55,15.17,24.77,28.46,31.61,15.17,6.25,42.60,8.18,26.33,0.92,0.55,19.63,5.04
NGA,2007,MICS,2478,4.67,13.23,25.86,27.31,33.61,13.23,6.82,45.83,6.83,26.34,0.93,0.02,22.29,6.20
NGA,2008,DHS,4695,4.43,17.79,26.23,25.55,30.43,17.79,5.98,34.19,8.39,31.10,2.50,0.04,19.90,8.85
NGA,2008,IPUMS,5886,4.79,13.86,22.04,28.68,35.43,13.86,5.51,48.17,7.67,23.86,0.79,0.14,22.78,4.51
NGA,2009,IPUMS,5885,4.44,16.25,25.24,28.62,29.89,16.25,6.23,43.70,8.09,25.10,0.64,0.00,20.19,3.54
NGA,2010,DHS,5081,5.20,10.54,22.34,27.62,39.50,10.54,4.91,38.40,6.80,37.59,1.75,0.03,23.59,11.71
NGA,2010,IPUMS,5446,4.39,14.27,26.53,29.76,29.45,14.27,7.48,49.51,8.54,18.90,0.73,0.57,23.99,3.46
NGA,2011,MICS,5018,5.03,9.68,24.32,28.46,37.54,9.68,5.67,45.72,6.94,30.43,1.55,0.01,23.59,8.79
NGA,2013,DHS,5447,4.60,15.78,26.13,25.88,32.21,15.78,6.19,36.49,7.97,31.18,2.38,0.02,19.75,9.13
NGA,2015,DHS,5931,4.90,11.51,25.53,27.86,35.10,11.51,5.93,42.14,6.92,32.04,1.46,0.00,21.32,9.86
NGA,2016,MICS,5640,5.37,10.72,22.02,26.40,40.87,10.72,5.07,43.89,6.45,32.82,1.05,0.00,24.44,9.38
NGA,2018,DHS,7628,4.66,14.74,25.83,27.67,31.77,14.74,5.80,40.34,9.30,28.19,1.63,0.00,19.78,7.91
NGA,2021,DHS,9197,5.33,9.63,23.26,28.07,39.04,9.63,5.60,42.03,7.09,33.07,2.56,0.02,25.24,10.49
NGA,2021,MICS,7849,5.10,11.34,22.57,28.23,37.86,11.34,4.91,43.88,8.48,29.72,1.67,0.00,27.76,9.48
NGA,2024,DHS,9213,4.53,16.93,26.37,26.27,30.43,16.93,5.75,38.20,10.33,26.97,1.82,0.00,19.34,6.90
NIC,1971,IPUMS,1135,5.86,4.21,19.02,25.60,51.17,4.21,4.08,41.18,10.54,28.51,11.15,0.34,29.12,16.70
NIC,1995,IPUMS,1252,5.78,3.81,18.18,30.65,47.35,3.81,3.23,39.68,8.60,36.78,7.89,0.00,34.20,24.43
NIC,1998,DHS,1775,5.53,4.01,19.73,32.76,43.51,4.01,3.51,37.74,8.94,38.56,7.23,0.02,38.09,26.87
NIC,2001,DHS,1759,5.29,3.78,20.95,35.53,39.74,3.78,3.34,39.42,9.04,36.53,7.76,0.13,38.68,25.56
NIC,2005,IPUMS,1189,4.92,4.59,26.37,35.96,33.08,4.59,4.64,40.42,9.93,34.00,6.43,0.00,36.14,22.25
NLD,2001,LFS,9513,2.31,31.98,47.42,19.14,1.47,31.98,,,,,,,,
NLD,2011,LFS,9514,2.23,35.11,45.53,18.01,1.35,35.11,,,,,,,,
NOR,2001,DYB,1248,2.29,37.70,41.01,19.55,1.74,37.70,21.03,30.03,8.27,,,2.97,,
NOR,2011,DYB,4836,2.22,39.58,40.73,18.13,1.56,39.58,21.41,27.08,8.38,,,3.55,,
NPL,1996,DHS,1801,5.51,3.19,18.81,33.94,44.06,3.19,4.55,40.18,7.38,42.28,2.41,0.01,39.89,29.16
NPL,2001,DHS,1800,5.29,3.98,19.63,35.38,41.01,3.98,4.58,39.57,9.14,40.92,1.81,0.00,37.54,28.79
NPL,2001,IPUMS,287,5.38,4.02,18.36,34.83,42.80,4.02,4.35,42.32,6.94,0.00,0.00,0.00,40.87,27.52
NPL,2006,DHS,1851,4.85,5.05,25.41,36.96,32.59,5.05,5.44,33.25,12.43,41.58,2.25,0.00,36.28,28.71
NPL,2011,DHS,5065,4.45,4.89,30.82,37.33,26.96,4.89,6.96,29.98,15.06,41.18,1.92,0.00,37.28,27.53
NPL,2011,IPUMS,4794,4.84,4.60,25.26,37.87,32.26,4.60,5.48,33.61,10.94,0.00,0.00,0.00,40.88,27.26
NPL,2014,MICS,5672,4.58,4.64,28.83,38.62,27.91,4.64,6.95,33.94,12.06,41.16,1.07,0.18,42.09,29.91
NPL,2016,DHS,6086,4.24,6.45,33.96,36.57,23.02,6.45,8.19,27.45,15.00,41.78,1.14,0.00,39.89,29.57
NPL,2019,MICS,7598,4.25,4.51,33.62,39.81,22.06,4.51,9.45,32.31,11.26,41.72,0.75,0.00,44.30,29.73
NPL,2021,DYB,7212,4.34,5.36,31.83,39.44,23.38,5.35,,,,,,,,
NPL,2022,DHS,9483,3.94,6.69,38.60,37.09,17.63,6.69,9.79,27.14,14.62,40.76,1.01,0.00,41.12,27.72
NPL,2025,MICS,9454,3.82,6.75,41.97,35.38,15.90,6.75,12.18,25.29,14.43,40.88,0.46,0.00,44.12,28.77
NRU,2023,MICS,7845,6.26,8.14,20.83,21.97,49.05,8.14,5.49,27.46,6.63,48.11,3.98,0.19,45.83,31.25
NZL,2001,DYB,1093,2.70,22.69,50.28,22.44,4.59,22.68,24.76,26.91,9.31,,,16.33,,
NZL,2006,DYB,1306,2.70,22.44,50.55,22.37,4.63,22.44,27.34,29.29,11.33,,,9.59,,
NZL,2013,DYB,4862,2.67,22.84,50.52,22.09,4.55,22.84,25.30,26.05,8.75,,,17.06,,
NZL,2018,DYB,7233,2.60,21.85,,,,21.85,24.56,26.27,8.22,,,19.10,,
OMN,2003,DYB,942,8.02,10.62,19.07,18.37,51.94,10.62,,,,,,,,
PAK,1981,IPUMS,1364,4.81,11.20,25.96,26.13,36.70,11.20,6.83,40.87,3.35,35.00,2.71,0.03,30.84,12.95
PAK,1991,DHS,1827,6.73,2.95,13.45,21.74,61.87,2.95,4.01,46.05,4.08,41.85,1.00,0.06,48.10,27.67
PAK,1998,IPUMS,250,6.82,2.91,15.68,21.37,60.04,2.91,5.72,44.36,4.43,41.39,1.19,0.00,,
PAK,2006,DHS,180,7.15,1.27,10.38,22.66,65.69,1.27,2.47,42.80,6.34,45.89,1.19,0.03,54.51,31.50
PAK,2013,DHS,5461,6.80,1.08,12.88,25.16,60.88,1.08,2.85,38.59,6.43,48.84,2.20,0.01,54.87,33.29
PAK,2017,DYB,5296,0.81,2.21,16.38,26.78,54.63,2.21,,,,,,,,
PAN,1960,IPUMS,920,4.73,13.09,26.06,25.03,35.81,13.09,5.68,31.09,9.92,26.12,14.10,0.00,,
PAN,1970,IPUMS,1178,4.85,12.20,25.41,25.36,37.03,12.20,6.01,33.44,9.13,27.28,11.18,0.76,25.69,15.06
PAN,1980,IPUMS,291,4.69,11.27,26.28,28.42,34.04,11.27,6.09,35.61,9.91,29.77,7.32,0.03,29.59,16.28
PAN,1990,IPUMS,63,4.39,11.70,28.56,32.17,27.57,11.70,6.50,32.96,9.78,29.77,9.30,0.00,30.59,16.30
PAN,2000,IPUMS,1203,3.98,12.74,33.52,33.31,20.43,12.74,7.67,34.20,10.74,28.13,6.51,0.00,31.19,15.92
PAN,2010,IPUMS,4754,3.67,14.66,38.02,31.26,16.06,14.66,9.59,32.52,11.55,25.00,6.69,0.00,31.76,14.26
PAN,2013,MICS,5023,3.64,13.40,38.97,33.14,14.48,13.40,10.32,34.24,11.46,27.12,3.44,0.02,33.28,15.71
PAN,2023,DYB,7283,3.28,18.99,41.54,28.27,11.19,18.99,11.04,30.41,12.20,,,27.35,,
PER,1993,IPUMS,1021,4.58,9.42,26.70,32.20,31.67,9.42,4.76,36.57,11.62,29.09,8.54,0.00,30.63,14.52
PER,1996,DHS,1773,4.86,6.27,23.63,35.08,35.02,6.27,4.39,44.37,8.42,30.90,5.50,0.14,35.84,19.00
PER,2000,DHS,1774,4.53,8.23,26.20,35.96,29.61,8.23,5.44,43.29,8.55,30.16,4.33,0.00,37.88,19.16
PER,2006,DHS,2515,4.01,11.71,31.35,35.77,21.17,11.71,7.01,38.87,9.39,30.79,2.22,0.00,35.90,17.35
PER,2007,IPUMS,354,4.01,11.78,32.91,34.32,20.99,11.78,6.28,35.02,11.66,29.73,5.54,0.00,32.27,14.79
