iso3,age,male,female
LAO,71,9.93,11.297
LAO,72,8.971,10.339
LAO,73,8.014,9.399
LAO,74,7.066,8.491
LAO,75,6.242,7.692
LAO,76,5.529,6.981
LAO,77,4.878,6.309
LAO,78,4.255,5.636
LAO,79,3.68,4.982
LAO,80,3.197,4.406
LAO,81,2.777,3.878
LAO,82,2.389,3.372
LAO,83,2.014,2.866
LAO,84,1.668,2.39
LAO,85,1.377,1.991
LAO,86,1.12,1.641
LAO,87,0.885,1.321
LAO,88,0.676,1.039
LAO,89,0.503,0.804
LAO,90,0.375,0.627
LAO,91,0.276,0.486
LAO,92,0.197,0.367
LAO,93,0.136,0.265
LAO,94,0.092,0.184
LAO,95,0.061,0.126
LAO,96,0.04,0.087
LAO,97,0.025,0.058
LAO,98,0.015,0.037
LAO,99,0.008,0.023
LAO,100,0.015,0.049
LBN,0,47.052,44.782
LBN,1,47.208,44.923
LBN,2,47.493,45.212
LBN,3,45.541,42.624
LBN,4,45.225,41.842
LBN,5,48.736,45.673
LBN,6,51.886,49.063
LBN,7,54.594,51.953
LBN,8,56.627,54.109
LBN,9,57.92,55.469
LBN,10,58.629,56.182
LBN,11,58.721,56.217
LBN,12,58.197,55.569
LBN,13,57.239,54.422
LBN,14,56.203,53.121
LBN,15,55.293,51.853
LBN,16,54.493,50.606
LBN,17,53.759,49.369
LBN,18,53.078,48.199
LBN,19,52.372,47.141
LBN,20,51.568,46.2
LBN,21,50.673,45.392
LBN,22,49.67,44.716
LBN,23,48.478,44.147
LBN,24,46.934,43.61
LBN,25,44.923,43.057
LBN,26,42.435,42.492
LBN,27,39.519,41.911
LBN,28,36.547,41.362
LBN,29,34.063,40.855
LBN,30,32.336,40.34
LBN,31,31.395,39.797
LBN,32,31.197,39.22
LBN,33,31.529,38.649
LBN,34,32.021,38.132
LBN,35,32.503,37.749
LBN,36,33.019,37.577
LBN,37,33.568,37.612
LBN,38,34.059,37.775
LBN,39,34.288,37.873
LBN,40,34.131,37.791
LBN,41,33.613,37.551
LBN,42,32.761,37.157
LBN,43,31.723,36.649
LBN,44,30.758,36.108
LBN,45,30,35.555
LBN,46,29.433,34.962
LBN,47,29.101,34.388
LBN,48,29.05,33.955
LBN,49,29.183,33.725
LBN,50,29.407,33.717
LBN,51,29.736,33.948
LBN,52,30.162,34.399
LBN,53,30.567,34.883
LBN,54,30.77,35.109
LBN,55,30.655,34.897
LBN,56,30.199,34.21
LBN,57,29.424,33.078
LBN,58,28.418,31.681
LBN,59,27.316,30.323
LBN,60,26.187,29.173
LBN,61,25.053,28.268
LBN,62,23.93,27.592
LBN,63,22.826,26.988
LBN,64,21.761,26.22
LBN,65,20.742,25.151
LBN,66,19.771,23.759
LBN,67,18.843,22.076
LBN,68,17.965,20.28
LBN,69,17.148,18.652
LBN,70,16.391,17.35
LBN,71,15.688,16.395
LBN,72,15.004,15.725
LBN,73,14.213,15.089
LBN,74,13.186,14.553
LBN,75,11.839,13.839
LBN,76,10.284,12.777
LBN,77,8.732,11.716
LBN,78,7.285,10.75
LBN,79,6.237,9.893
LBN,80,5.537,9.088
LBN,81,4.907,8.323
LBN,82,4.337,7.599
LBN,83,3.825,6.918
LBN,84,3.367,6.271
LBN,85,2.928,5.617
LBN,86,2.494,4.928
LBN,87,2.084,4.253
LBN,88,1.715,3.632
LBN,89,1.382,3.055
LBN,90,1.079,2.52
LBN,91,0.812,2.034
LBN,92,0.591,1.603
LBN,93,0.414,1.229
LBN,94,0.278,0.912
LBN,95,0.176,0.65
LBN,96,0.102,0.442
LBN,97,0.054,0.285
LBN,98,0.025,0.177
LBN,99,0.01,0.105
LBN,100,0.005,0.121
LBR,0,81.935,79.596
LBR,1,79.225,77.144
LBR,2,77.789,75.805
LBR,3,76.725,74.807
LBR,4,75.893,74.011
LBR,5,75.045,73.195
LBR,6,74.245,72.427
LBR,7,73.43,71.65
LBR,8,72.888,71.13
LBR,9,72.936,71.171
LBR,10,73.278,71.483
LBR,11,71.982,70.251
LBR,12,69.901,68.299
LBR,13,68.923,67.376
LBR,14,68.008,66.487
LBR,15,67.072,65.597
LBR,16,65.707,64.305
LBR,17,63.368,62.077
LBR,18,60.484,59.338
LBR,19,57.772,56.758
LBR,20,55.516,54.617
LBR,21,53.618,52.822
LBR,22,51.707,51.008
LBR,23,49.617,49.022
LBR,24,47.404,46.927
LBR,25,45.165,44.815
LBR,26,43.035,42.812
LBR,27,41.062,40.959
LBR,28,39.252,39.263
LBR,29,37.698,37.809
LBR,30,36.444,36.642
LBR,31,35.414,35.676
LBR,32,34.505,34.813
LBR,33,33.667,34.016
LBR,34,32.956,33.336
LBR,35,32.327,32.729
LBR,36,31.763,32.19
LBR,37,31.131,31.587
LBR,38,30.301,30.785
LBR,39,29.351,29.872
LBR,40,28.43,28.988
LBR,41,27.608,28.203
LBR,42,26.759,27.395
LBR,43,25.86,26.542
LBR,44,24.814,25.537
LBR,45,23.624,24.392
LBR,46,22.469,23.3
LBR,47,21.337,22.252
LBR,48,20.227,21.235
LBR,49,19.186,20.29
LBR,50,18.187,19.385
LBR,51,17.204,18.503
LBR,52,16.381,17.801
LBR,53,15.759,17.291
LBR,54,15.136,16.728
LBR,55,14.476,16.088
LBR,56,13.848,15.455
LBR,57,13.246,14.841
LBR,58,12.643,14.22
LBR,59,12.027,13.578
LBR,60,11.401,12.921
LBR,61,10.757,12.243
LBR,62,10.121,11.57
LBR,63,9.504,10.913
LBR,64,8.9,10.267
LBR,65,8.312,9.637
LBR,66,7.737,9.015
LBR,67,7.166,8.394
LBR,68,6.619,7.792
LBR,69,6.098,7.212
LBR,70,5.59,6.638
LBR,71,5.095,6.074
LBR,72,4.611,5.527
LBR,73,4.095,4.936
LBR,74,3.696,4.359
LBR,75,3.427,3.978
LBR,76,3.159,3.688
LBR,77,2.875,3.339
LBR,78,2.559,2.961
LBR,79,2.234,2.586
LBR,80,1.918,2.215
LBR,81,1.624,1.87
LBR,82,1.359,1.562
LBR,83,1.123,1.285
LBR,84,0.907,1.036
LBR,85,0.716,0.819
LBR,86,0.556,0.633
LBR,87,0.422,0.479
LBR,88,0.314,0.353
LBR,89,0.228,0.255
LBR,90,0.162,0.18
LBR,91,0.112,0.124
LBR,92,0.076,0.083
LBR,93,0.049,0.053
LBR,94,0.03,0.033
LBR,95,0.017,0.019
LBR,96,0.008,0.01
LBR,97,0.003,0.004
LBR,98,0.001,0.001
LBR,99,0,0.001
LBR,100,0,0
LBY,0,63.745,60.392
LBY,1,65.083,61.677
LBY,2,66.334,62.871
LBY,3,67.321,63.819
LBY,4,68.27,64.731
LBY,5,69.382,65.805
LBY,6,70.593,66.965
LBY,7,71.74,68.056
LBY,8,72.771,69.05
LBY,9,72.549,68.853
LBY,10,71.145,67.539
LBY,11,72.732,68.963
LBY,12,74.064,70.155
LBY,13,72.01,68.246
LBY,14,70.835,67.052
LBY,15,70.713,66.668
LBY,16,70.436,66.007
LBY,17,69.454,65.008
LBY,18,67.766,63.863
LBY,19,65.877,62.406
LBY,20,63.87,60.584
LBY,21,61.954,58.847
LBY,22,60.272,57.392
LBY,23,58.91,56.327
LBY,24,57.877,55.525
LBY,25,56.941,54.7
LBY,26,56.006,53.726
LBY,27,55.199,52.789
LBY,28,54.52,51.996
LBY,29,53.921,51.255
LBY,30,53.498,50.681
LBY,31,53.352,50.486
LBY,32,53.483,50.687
LBY,33,53.758,51.088
LBY,34,54.068,51.477
LBY,35,54.328,51.773
LBY,36,54.544,51.949
LBY,37,55.127,52.475
LBY,38,55.33,52.781
LBY,39,54.998,52.309
LBY,40,56.063,53.056
LBY,41,57.825,54.568
LBY,42,58.636,55.063
LBY,43,58.788,55.339
LBY,44,57.809,54.919
LBY,45,56.449,53.627
LBY,46,55.059,52.672
LBY,47,53.193,51.538
LBY,48,51.419,49.571
LBY,49,49.812,48.035
LBY,50,48.322,46.781
LBY,51,46.672,44.687
LBY,52,44.534,42.806
LBY,53,42.04,41.664
LBY,54,38.68,39.392
LBY,55,35.178,35.772
LBY,56,32.697,32.971
LBY,57,30.553,31.114
LBY,58,28.428,29.255
LBY,59,26.61,27.419
LBY,60,25.191,25.855
LBY,61,23.155,23.676
LBY,62,21.29,21.903
LBY,63,20.082,20.727
LBY,64,18.049,18.588
LBY,65,15.729,16.333
LBY,66,13.902,14.677
LBY,67,12.107,13.347
LBY,68,10.72,12.297
LBY,69,9.62,11.473
LBY,70,9.357,11.54
LBY,71,9.626,11.508
LBY,72,9.598,11.139
LBY,73,9.015,10.518
LBY,74,7.75,9.377
LBY,75,6.589,8.28
LBY,76,5.881,7.587
LBY,77,5.531,7.406
LBY,78,5.342,7.015
LBY,79,5.059,5.917
LBY,80,4.949,5.027
LBY,81,4.175,4.359
LBY,82,3.347,4.091
LBY,83,3.077,3.995
LBY,84,2.551,3.268
LBY,85,2.119,2.713
LBY,86,1.826,2.41
LBY,87,1.479,2.063
LBY,88,1.132,1.665
LBY,89,0.858,1.337
LBY,90,0.636,1.056
LBY,91,0.456,0.802
LBY,92,0.317,0.587
LBY,93,0.215,0.421
LBY,94,0.144,0.297
LBY,95,0.094,0.204
LBY,96,0.059,0.134
LBY,97,0.036,0.085
LBY,98,0.021,0.052
LBY,99,0.012,0.03
LBY,100,0.012,0.034
LCA,0,1.016,0.988
LCA,1,1.025,0.997
LCA,2,1.036,1.008
LCA,3,1.045,1.017
LCA,4,1.052,1.024
LCA,5,1.059,1.031
LCA,6,1.064,1.036
LCA,7,1.068,1.04
LCA,8,1.071,1.043
LCA,9,1.073,1.046
LCA,10,1.069,1.042
LCA,11,1.06,1.032
LCA,12,1.11,1.081
LCA,13,1.231,1.181
LCA,14,1.287,1.206
LCA,15,1.272,1.183
LCA,16,1.258,1.188
LCA,17,1.26,1.22
LCA,18,1.293,1.252
LCA,19,1.335,1.268
LCA,20,1.369,1.289
LCA,21,1.414,1.348
LCA,22,1.454,1.431
LCA,23,1.476,1.48
LCA,24,1.497,1.474
LCA,25,1.54,1.485
LCA,26,1.595,1.549
LCA,27,1.647,1.611
LCA,28,1.682,1.629
LCA,29,1.686,1.605
LCA,30,1.67,1.579
LCA,31,1.637,1.562
LCA,32,1.587,1.534
LCA,33,1.533,1.504
LCA,34,1.484,1.48
LCA,35,1.45,1.459
LCA,36,1.428,1.448
LCA,37,1.417,1.45
LCA,38,1.405,1.447
LCA,39,1.389,1.426
LCA,40,1.375,1.396
LCA,41,1.35,1.359
LCA,42,1.315,1.316
LCA,43,1.288,1.278
LCA,44,1.272,1.254
LCA,45,1.259,1.246
LCA,46,1.245,1.244
LCA,47,1.228,1.24
LCA,48,1.211,1.242
LCA,49,1.192,1.247
LCA,50,1.182,1.248
LCA,51,1.175,1.241
LCA,52,1.163,1.23
LCA,53,1.155,1.224
LCA,54,1.149,1.214
LCA,55,1.143,1.198
LCA,56,1.135,1.181
LCA,57,1.111,1.164
LCA,58,1.071,1.138
LCA,59,1.022,1.097
LCA,60,0.979,1.052
LCA,61,0.929,1.004
LCA,62,0.869,0.954
LCA,63,0.81,0.902
LCA,64,0.76,0.851
LCA,65,0.71,0.801
LCA,66,0.656,0.746
LCA,67,0.601,0.687
LCA,68,0.549,0.636
LCA,69,0.501,0.598
LCA,70,0.455,0.56
LCA,71,0.414,0.525
LCA,72,0.376,0.49
LCA,73,0.348,0.464
LCA,74,0.328,0.44
LCA,75,0.305,0.414
LCA,76,0.282,0.389
LCA,77,0.254,0.361
LCA,78,0.227,0.332
LCA,79,0.199,0.299
LCA,80,0.173,0.267
LCA,81,0.15,0.237
LCA,82,0.128,0.208
LCA,83,0.109,0.182
LCA,84,0.089,0.157
LCA,85,0.07,0.13
LCA,86,0.055,0.11
LCA,87,0.046,0.097
LCA,88,0.04,0.084
LCA,89,0.033,0.071
LCA,90,0.026,0.059
LCA,91,0.02,0.047
LCA,92,0.015,0.037
LCA,93,0.01,0.026
LCA,94,0.006,0.017
LCA,95,0.003,0.011
LCA,96,0.002,0.007
LCA,97,0.001,0.005
LCA,98,0.001,0.003
LCA,99,0,0.002
LCA,100,0,0.002
LIE,0,0.2,0.172
LIE,1,0.201,0.173
LIE,2,0.185,0.18
LIE,3,0.18,0.185
LIE,4,0.2,0.192
LIE,5,0.199,0.187
LIE,6,0.202,0.185
LIE,7,0.202,0.171
LIE,8,0.204,0.158
LIE,9,0.21,0.171
LIE,10,0.199,0.177
LIE,11,0.202,0.189
LIE,12,0.194,0.184
LIE,13,0.207,0.18
LIE,14,0.22,0.177
LIE,15,0.205,0.171
LIE,16,0.203,0.186
LIE,17,0.198,0.202
LIE,18,0.206,0.206
LIE,19,0.203,0.194
LIE,20,0.201,0.197
LIE,21,0.216,0.203
LIE,22,0.224,0.206
LIE,23,0.215,0.225
LIE,24,0.205,0.229
LIE,25,0.225,0.233
LIE,26,0.239,0.234
LIE,27,0.246,0.235
LIE,28,0.25,0.224
LIE,29,0.248,0.229
LIE,30,0.239,0.248
LIE,31,0.241,0.242
LIE,32,0.244,0.247
LIE,33,0.25,0.245
LIE,34,0.274,0.236
LIE,35,0.258,0.259
LIE,36,0.237,0.272
LIE,37,0.244,0.256
LIE,38,0.253,0.258
LIE,39,0.242,0.265
LIE,40,0.254,0.265
LIE,41,0.274,0.248
LIE,42,0.265,0.248
LIE,43,0.258,0.255
LIE,44,0.247,0.253
LIE,45,0.258,0.253
LIE,46,0.281,0.249
LIE,47,0.269,0.27
LIE,48,0.261,0.275
LIE,49,0.279,0.286
LIE,50,0.278,0.308
LIE,51,0.276,0.308
LIE,52,0.318,0.3
LIE,53,0.337,0.298
LIE,54,0.321,0.335
LIE,55,0.315,0.344
LIE,56,0.3,0.323
LIE,57,0.309,0.31
LIE,58,0.323,0.324
LIE,59,0.309,0.342
LIE,60,0.312,0.32
LIE,61,0.302,0.306
LIE,62,0.289,0.304
LIE,63,0.288,0.299
LIE,64,0.262,0.284
LIE,65,0.256,0.27
LIE,66,0.255,0.259
LIE,67,0.234,0.246
LIE,68,0.223,0.234
LIE,69,0.215,0.223
LIE,70,0.195,0.226
LIE,71,0.203,0.218
LIE,72,0.206,0.195
LIE,73,0.194,0.187
LIE,74,0.197,0.196
LIE,75,0.182,0.195
LIE,76,0.172,0.183
LIE,77,0.154,0.162
LIE,78,0.146,0.162
LIE,79,0.149,0.16
LIE,80,0.125,0.144
LIE,81,0.101,0.137
LIE,82,0.093,0.122
LIE,83,0.085,0.106
LIE,84,0.064,0.095
LIE,85,0.057,0.087
LIE,86,0.05,0.074
LIE,87,0.038,0.06
LIE,88,0.032,0.056
LIE,89,0.027,0.062
LIE,90,0.023,0.051
LIE,91,0.018,0.034
LIE,92,0.013,0.025
LIE,93,0.009,0.022
LIE,94,0.008,0.019
LIE,95,0.005,0.015
LIE,96,0.003,0.013
LIE,97,0.002,0.01
LIE,98,0.001,0.008
LIE,99,0,0.006
LIE,100,0.001,0.004
LKA,0,164.97,158.233
LKA,1,165.696,158.942
LKA,2,166.69,159.905
LKA,3,167.923,161.103
LKA,4,169.223,162.369
LKA,5,170.343,163.471
LKA,6,171.656,164.781
LKA,7,173.68,166.772
LKA,8,176.769,169.762
LKA,9,180.442,173.321
LKA,10,181.939,174.8
LKA,11,180.66,174.684
LKA,12,180.597,175.885
LKA,13,182.155,177.714
LKA,14,183.233,179.025
LKA,15,183.833,179.812
LKA,16,183.891,180.01
LKA,17,183.244,179.428
LKA,18,181.787,177.938
LKA,19,179.515,175.533
LKA,20,176.47,172.261
LKA,21,172.905,168.425
LKA,22,169.577,164.918
LKA,23,167.235,162.61
LKA,24,166.208,161.86
LKA,25,165.885,162.086
LKA,26,166.143,163.16
LKA,27,166.52,164.65
LKA,28,165.815,165.414
LKA,29,163.924,165.345
LKA,30,160.883,164.454
LKA,31,157.039,162.954
LKA,32,153.299,161.412
LKA,33,150.412,160.293
LKA,34,148.554,159.72
LKA,35,147.654,159.638
LKA,36,147.685,160.071
LKA,37,148.582,161.083
LKA,38,150.273,162.718
LKA,39,152.768,165.011
LKA,40,156.021,167.915
LKA,41,159.506,170.951
LKA,42,161.815,172.829
LKA,43,161.73,172.406
LKA,44,158.989,169.426
LKA,45,153.674,163.963
LKA,46,146.421,156.629
LKA,47,139.185,149.346
LKA,48,133.655,143.78
LKA,49,130.118,140.231
LKA,50,128.512,138.653
LKA,51,128.44,138.685
LKA,52,128.69,139.191
LKA,53,128.241,139.2
LKA,54,126.912,138.538
LKA,55,124.728,137.221
LKA,56,121.883,135.4
LKA,57,118.864,133.455
LKA,58,116.071,131.697
LKA,59,113.603,130.202
LKA,60,111.434,128.941
LKA,61,109.397,127.747
LKA,62,107.085,126.204
LKA,63,104.175,123.98
LKA,64,100.626,121.031
LKA,65,96.469,117.385
LKA,66,91.845,113.191
LKA,67,87.12,108.871
LKA,68,82.619,104.807
LKA,69,78.407,101.083
LKA,70,74.457,97.676
LKA,71,70.627,94.405
LKA,72,66.527,90.78
LKA,73,61.926,86.207
LKA,74,56.928,80.627
LKA,75,51.543,74.525
LKA,76,45.834,68.081
LKA,77,40.185,61.444
LKA,78,34.964,54.955
LKA,79,30.252,48.712
LKA,80,26.052,42.753
LKA,81,22.339,37.164
LKA,82,19.052,32.115
LKA,83,16.143,27.72
LKA,84,13.582,23.957
LKA,85,11.344,20.753
LKA,86,9.391,17.971
LKA,87,7.7,15.461
LKA,88,6.237,13.104
LKA,89,4.954,10.834
LKA,90,3.848,8.698
LKA,91,2.923,6.766
LKA,92,2.164,5.097
LKA,93,1.559,3.735
LKA,94,1.087,2.657
LKA,95,0.732,1.831
LKA,96,0.475,1.222
LKA,97,0.297,0.79
LKA,98,0.18,0.498
LKA,99,0.106,0.307
LKA,100,0.125,0.399
LSO,0,26.869,26.392
LSO,1,26.443,26.034
LSO,2,26.608,26.198
LSO,3,26.936,26.533
LSO,4,27.357,26.968
LSO,5,27.795,27.431
LSO,6,28.093,27.756
LSO,7,28.059,27.755
LSO,8,27.84,27.58
LSO,9,27.75,27.529
LSO,10,27.543,27.345
LSO,11,27.203,27.018
LSO,12,26.379,26.218
LSO,13,25.568,25.433
LSO,14,25.367,25.252
LSO,15,25.015,24.919
LSO,16,24.186,24.114
LSO,17,23.431,23.391
LSO,18,23.22,23.206
LSO,19,23.328,23.352
LSO,20,23.294,23.361
LSO,21,22.501,22.628
LSO,22,21.337,21.541
LSO,23,20.584,20.865
LSO,24,20.406,20.756
LSO,25,20.586,20.995
LSO,26,20.523,20.977
LSO,27,20.096,20.595
LSO,28,19.747,20.299
LSO,29,19.663,20.271
LSO,30,19.855,20.517
LSO,31,20.05,20.76
LSO,32,20.049,20.804
LSO,33,19.968,20.781
LSO,34,19.809,20.692
LSO,35,19.466,20.422
LSO,36,18.538,19.554
LSO,37,17.366,18.429
LSO,38,16.416,17.513
LSO,39,15.463,16.567
LSO,40,14.419,15.575
LSO,41,13.324,14.502
LSO,42,12.309,13.414
LSO,43,11.367,12.376
LSO,44,10.468,11.366
LSO,45,9.614,10.389
LSO,46,8.825,9.479
LSO,47,8.073,8.619
LSO,48,7.375,7.839
LSO,49,6.787,7.207
LSO,50,6.359,6.789
LSO,51,6.048,6.535
LSO,52,5.766,6.343
LSO,53,5.511,6.208
LSO,54,5.289,6.13
LSO,55,5.087,6.088
LSO,56,4.886,6.042
LSO,57,4.681,5.983
LSO,58,4.465,5.898
LSO,59,4.248,5.793
LSO,60,4.104,5.696
LSO,61,3.981,5.586
LSO,62,3.815,5.447
LSO,63,3.638,5.281
LSO,64,3.447,5.086
LSO,65,3.236,4.863
LSO,66,3.014,4.622
LSO,67,2.763,4.355
LSO,68,2.498,4.08
LSO,69,2.231,3.791
LSO,70,1.956,3.492
LSO,71,1.692,3.204
LSO,72,1.454,2.918
LSO,73,1.47,2.902
LSO,74,1.442,2.793
LSO,75,1.196,2.388
LSO,76,1.018,2.078
LSO,77,0.903,1.856
LSO,78,0.818,1.682
LSO,79,0.75,1.549
LSO,80,0.693,1.446
LSO,81,0.637,1.367
LSO,82,0.58,1.286
LSO,83,0.516,1.171
LSO,84,0.45,1.028
LSO,85,0.387,0.888
LSO,86,0.329,0.755
LSO,87,0.274,0.632
LSO,88,0.221,0.52
LSO,89,0.172,0.419
LSO,90,0.13,0.329
LSO,91,0.095,0.252
LSO,92,0.068,0.191
LSO,93,0.049,0.143
LSO,94,0.034,0.106
LSO,95,0.023,0.076
LSO,96,0.015,0.053
LSO,97,0.01,0.036
LSO,98,0.006,0.024
LSO,99,0.004,0.015
LSO,100,0.004,0.022
LTU,0,11.455,10.921
LTU,1,12.137,11.586
LTU,2,13.092,12.355
LTU,3,14.159,13.32
LTU,4,14.774,14.129
LTU,5,15.111,14.406
LTU,6,15.712,14.71
LTU,7,16.079,15.099
LTU,8,15.68,14.863
LTU,9,15.037,14.414
LTU,10,14.891,14.329
LTU,11,15.008,14.2
LTU,12,14.961,14.172
LTU,13,15.028,14.356
LTU,14,14.793,14.116
LTU,15,14.1,13.52
LTU,16,13.755,13.352
LTU,17,13.904,13.543
LTU,18,14.155,13.777
LTU,19,14.526,14.069
LTU,20,14.806,14.22
LTU,21,15.108,14.604
LTU,22,16.09,15.499
LTU,23,17.27,16.468
LTU,24,17.923,16.84
LTU,25,18.157,16.922
LTU,26,18.452,17.276
LTU,27,19.032,17.601
LTU,28,19.405,17.744
LTU,29,20.308,18.433
LTU,30,21.944,19.87
LTU,31,22.902,20.447
LTU,32,22.845,20.052
LTU,33,22.1,19.384
LTU,34,21.639,18.822
LTU,35,21.901,19.125
LTU,36,22.139,19.306
LTU,37,21.506,18.866
LTU,38,20.721,18.384
LTU,39,20.452,18.049
LTU,40,19.488,17.343
LTU,41,18.557,16.573
LTU,42,18.318,16.419
LTU,43,18.117,16.631
LTU,44,18.075,17.02
LTU,45,18.232,17.416
LTU,46,18.485,17.874
LTU,47,18.443,18.283
LTU,48,18.39,18.699
LTU,49,18.645,19.029
LTU,50,19.11,19.663
LTU,51,19.779,20.581
LTU,52,19.883,20.945
LTU,53,19.446,20.823
LTU,54,19.119,20.846
LTU,55,18.723,21.049
LTU,56,18.54,21.108
LTU,57,18.515,21.006
LTU,58,18.649,21.32
LTU,59,18.775,21.925
LTU,60,18.887,22.654
LTU,61,19.231,23.721
LTU,62,19.155,24.175
LTU,63,18.476,23.928
LTU,64,17.66,23.447
LTU,65,16.436,22.294
LTU,66,14.632,20.659
LTU,67,13.391,19.602
LTU,68,12.572,18.816
LTU,69,11.507,17.668
LTU,70,10.853,17.411
LTU,71,10.492,17.591
LTU,72,10.017,17.323
LTU,73,9.633,17.363
LTU,74,8.771,16.494
LTU,75,7.519,14.686
LTU,76,6.653,13.373
LTU,77,6.354,13.325
LTU,78,5.79,12.66
LTU,79,5.478,12.379
LTU,80,5.74,13.495
LTU,81,5.513,13.372
LTU,82,5.019,12.434
LTU,83,4.573,11.577
LTU,84,4.159,10.866
LTU,85,3.632,10.079
LTU,86,3.159,9.182
LTU,87,2.708,8.033
LTU,88,2.17,6.681
LTU,89,1.777,5.659
LTU,90,1.457,4.885
LTU,91,1.141,3.941
LTU,92,0.905,3.095
LTU,93,0.667,2.358
LTU,94,0.461,1.774
LTU,95,0.32,1.299
LTU,96,0.208,0.866
LTU,97,0.133,0.578
LTU,98,0.086,0.37
LTU,99,0.057,0.222
LTU,100,0.071,0.259
LUX,0,3.426,3.301
LUX,1,3.43,3.318
LUX,2,3.539,3.385
LUX,3,3.462,3.397
LUX,4,3.502,3.427
LUX,5,3.589,3.422
LUX,6,3.579,3.466
LUX,7,3.613,3.469
LUX,8,3.724,3.474
LUX,9,3.721,3.538
LUX,10,3.648,3.529
LUX,11,3.657,3.417
LUX,12,3.659,3.439
LUX,13,3.625,3.455
LUX,14,3.596,3.41
LUX,15,3.552,3.421
LUX,16,3.519,3.397
LUX,17,3.587,3.28
LUX,18,3.614,3.233
LUX,19,3.597,3.289
LUX,20,3.636,3.349
LUX,21,3.645,3.481
LUX,22,3.86,3.68
LUX,23,4.142,3.878
LUX,24,4.376,4.082
LUX,25,4.795,4.421
LUX,26,5.098,4.707
LUX,27,5.106,4.891
LUX,28,5.152,5.031
LUX,29,5.364,5.075
LUX,30,5.484,5.165
LUX,31,5.45,5.192
LUX,32,5.54,5.241
LUX,33,5.587,5.314
LUX,34,5.492,5.353
LUX,35,5.438,5.317
LUX,36,5.38,5.259
LUX,37,5.259,5.194
LUX,38,5.167,5.082
LUX,39,5.165,5.107
LUX,40,5.188,5.133
LUX,41,5.213,5.123
LUX,42,5.218,5.061
LUX,43,5.088,4.983
LUX,44,4.928,4.928
LUX,45,4.918,4.894
LUX,46,4.902,4.756
LUX,47,4.856,4.636
LUX,48,4.796,4.645
LUX,49,4.726,4.54
LUX,50,4.739,4.521
LUX,51,4.89,4.62
LUX,52,4.854,4.638
LUX,53,4.818,4.619
LUX,54,4.947,4.567
LUX,55,4.937,4.559
LUX,56,4.862,4.497
LUX,57,4.834,4.404
LUX,58,4.784,4.381
LUX,59,4.624,4.282
LUX,60,4.383,4.139
LUX,61,4.147,4.029
LUX,62,3.937,3.865
LUX,63,3.769,3.668
LUX,64,3.612,3.506
LUX,65,3.421,3.348
LUX,66,3.2,3.258
LUX,67,2.982,3.164
LUX,68,2.864,3.034
LUX,69,2.761,2.936
LUX,70,2.628,2.806
LUX,71,2.45,2.575
LUX,72,2.307,2.478
LUX,73,2.269,2.465
LUX,74,2.194,2.372
LUX,75,2.058,2.265
LUX,76,1.929,2.108
LUX,77,1.709,1.9
LUX,78,1.515,1.758
LUX,79,1.452,1.722
LUX,80,1.355,1.664
LUX,81,1.188,1.569
LUX,82,1.053,1.484
LUX,83,1.018,1.477
LUX,84,0.942,1.428
LUX,85,0.827,1.268
LUX,86,0.738,1.127
LUX,87,0.634,1.033
LUX,88,0.518,0.924
LUX,89,0.439,0.808
LUX,90,0.367,0.715
LUX,91,0.308,0.645
LUX,92,0.254,0.561
LUX,93,0.188,0.46
LUX,94,0.135,0.349
LUX,95,0.094,0.263
LUX,96,0.059,0.197
LUX,97,0.035,0.137
LUX,98,0.02,0.094
LUX,99,0.012,0.063
LUX,100,0.013,0.09
LVA,0,7.822,7.352
LVA,1,8.7,8.175
LVA,2,9.134,8.573
LVA,3,9.422,8.884
LVA,4,9.902,9.286
LVA,5,10.565,9.768
LVA,6,11.331,10.416
LVA,7,11.662,10.728
LVA,8,11.581,10.717
LVA,9,11.078,10.464
LVA,10,10.546,9.954
LVA,11,10.041,9.383
LVA,12,9.768,9.082
LVA,13,10.161,9.572
LVA,14,10.86,10.458
LVA,15,11.086,10.648
LVA,16,10.61,10.191
LVA,17,10.161,9.694
LVA,18,9.688,9.154
LVA,19,9.495,8.908
LVA,20,9.371,8.864
LVA,21,8.972,8.653
LVA,22,9.015,8.7
LVA,23,9.043,8.546
LVA,24,8.597,8.008
LVA,25,8.418,7.782
LVA,26,8.62,7.885
LVA,27,9.095,8.269
LVA,28,9.734,8.986
LVA,29,10.421,9.815
LVA,30,11.707,10.954
LVA,31,12.778,11.864
LVA,32,13.258,12.482
LVA,33,13.716,12.928
LVA,34,14.162,13.173
LVA,35,14.494,13.601
LVA,36,14.505,13.793
LVA,37,14.239,13.48
LVA,38,13.97,13.329
LVA,39,14.033,13.5
LVA,40,13.642,13.105
LVA,41,12.931,12.531
LVA,42,12.572,12.276
LVA,43,12.216,12.239
LVA,44,11.916,12.267
LVA,45,11.961,12.365
LVA,46,12.254,12.656
LVA,47,12.443,12.975
LVA,48,12.495,13.214
LVA,49,12.491,13.283
LVA,50,12.667,13.394
LVA,51,12.815,13.781
LVA,52,12.556,13.895
LVA,53,12.163,13.576
LVA,54,11.976,13.383
LVA,55,11.823,13.38
LVA,56,11.626,13.467
LVA,57,11.491,13.3
LVA,58,11.536,13.528
LVA,59,11.755,14.193
LVA,60,11.937,14.692
